person	organization	position	notes	g_e	wealth_rank	director	category	sector	subsector	org_rank
Brigety / Reuben Earl II	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brill / Steven D.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brilliant / Larry	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brimmer / Andrew F.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brimmer / Esther Diane	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brinker / Nancy Goodman	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brinkley / Douglas G.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Britell / Jenne K.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Britt / David V. B.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Britt / Glenn A.	Council on Foreign Relations			m-W		0	Policy-Planning Group	think tank		2
Broad / Robin	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Broadman / Harry G.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Broadwell / Paula D.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brock / Steven Vernon	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Broda / Frederick C.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brodsky / William J.	Council on Foreign Relations			m-W		0	Policy-Planning Group	think tank		2
Brody / Christopher W.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brody / Kenneth D.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bronfman / Edgar Jr.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bronfman / Edgar M.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bronner / Ethan S.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bronson / Rachel	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brookins / Carole L.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brose / Christian	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brosens / Frank P.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brower / Charles N.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Alice Lynn	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Bartram S.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Binta Niambi	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Carroll	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Frederic J.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Gwendolyn A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Harold	Council on Foreign Relations			m-W		0	Policy-Planning Group	think tank		2
Brown / Jonathan A. C.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Katherine	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Katherine A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Kathleen	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Leon Carl	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Lester R.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Michael	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Michael E.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Richard P. Jr.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown / Seyom	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brown Weiss / Edith	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Browning / David S.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bruce / Judith	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brun / Leslie A.	Council on Foreign Relations			m-B		0	Policy-Planning Group	think tank		2
Bruno / Greg	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bruton / Bronwyn E.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bryan / Greyson L.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bryant / Michael E.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bryant / Ralph C.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bryson / John E.	Council on Foreign Relations			m-W		0	Policy-Planning Group	think tank		2
Brzezinski / Mark F.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brzezinski / Mika	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Brzezinski / Zbigniew	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Buaron / Roberto	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Buchman / Mark Edward	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bucknam / Mark A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Budinger / William D.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Budinger / Zoe Baird	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bueno de Mesquita / Bruce	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Buergenthal / Thomas	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bullock / Mary Brown	Council on Foreign Relations			f-W		0	Policy-Planning Group	think tank		2
Bumpas / Stuart Maryman	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bundy / William D.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bunzel / Jeffrey H.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burand / Deborah K.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burgess / John A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burke / James E.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burks / Jonathan W.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burnett / Dale A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burnett / Erin Isabelle	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burnham / Christopher Bancroft	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burns / Patrick Owen	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burns / R. Nicholas	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burns / William J.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burrows / Mathew	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burt / Richard R.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Burton / Daniel F. Jr.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Busby / Joshua W.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bush / Mary K.	Council on Foreign Relations			f-B		0	Policy-Planning Group	think tank		2
Bush / Richard Clarence III	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Bussey / John C.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Butler / Paul W.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Butler / Samuel C.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Butler / William J.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Buultjens / Ralph	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Buxbaum / Richard M.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Buyske / Gail	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Byrne / Patrick M.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Byrnes / Maureen K.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cabrera / Ángel	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cáceres / Diane Alleva	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Caesar / Camille M.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Caggins / Myles Barry III	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cahill / Kevin M.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cahn / Jonathan D.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Calabia / Dawn T.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Calabia / F. Christopher	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Calabresi / Massimo F. T.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Calder / Kent Eyring	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Caldera / Louis E.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Caldwell / Dan Edward	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Caldwell / William B. IV	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Calhoun / Craig J.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Califano / Joseph A. Jr.	Council on Foreign Relations			m-W		0	Policy-Planning Group	think tank		2
Califano / Mark Gerard	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Callaghy / Thomas M.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Callander / Robert J.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Callen / Michael A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Calleo / David Patrick	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cambria / Salvatore F.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Camp / Roderic Ai	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Campbell / Carolyn Margaret	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Campbell / Colin G.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Campbell / Elizabeth C.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Campbell / F. Gregory	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Campbell / Kurt M.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Campbell / Thomas J.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cannella / Margaret	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Canton / Mikki	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Caperton / William Gaston III	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cappello / Alexander L.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cappello / Juan Carlos	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Capus / Stephen A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Caputo / David A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Caputo / Lisa M.	Council on Foreign Relations			f-W		0	Policy-Planning Group	think tank		2
Carbonell / Néstor T.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cárdenas / José A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carey / John	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Cari / Joseph A. Jr.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carlos / Manuel Luis	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carlson / Neal David	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carlson / Scott A.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carlucci / Frank C.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carmichael / William D.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carnahan / John Russell	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carnesale / Albert	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carothers / Thomas	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carpenter / R. Charli	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carpenter / Scott	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carpenter / Ted Galen	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carr / John W.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carrington / Walter C.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carroll / J. Speed	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carruth / Reba Anne	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carson / Charles William Jr.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carson / Johnnie	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carswell / Robert	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carter / Aimee D.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
Carter / Ashton B.	Council on Foreign Relations					0	Policy-Planning Group	think tank		2
